Name,Rank,Country,Childrens,Age,Industry,NetWorth,Source,Citizenship,Education,Self_made,Status,Residence
Arvind Tiku,1580,India,2,51,Energy,$2 B,"oil & gas, investments",India,,True,Married,"Singapore, Singapore"
Ashok Kajaria,2674,India,2,73,Manufacturing,$1 B,tiles,India,"Bachelor of Science in Engineering, UCLA",True,Married,"Delhi, India"
Ashwin Dani & family,421,India,3,78,Manufacturing,$6.3 B,paints,India,"Bachelor of Arts/Science, Bombay University; Master of Science, University of Akron",False,Married,"Mumbai, India"
Asok Kumar Hiranandani,1931,Singapore,2,66,Real Estate,$1.6 B,real estate,Singapore,,False,Married,"Singapore, Singapore"
August Oetker,1111,Germany,0,76,Fashion & Retail,$2.8 B,consumer goods,Germany,,False,Married,"Bielefeld, Germany"
August Troendle,2035,United States,0,65,Healthcare,$1.5 B,pharmaceutical services,United States,"Medical Doctor, University of Maryland",True,,"Cincinnati, Ohio"
August von Finck,269,Germany,4,91,Finance & Investments,$8.8 B,investments,Germany,,False,Married,"Thurgau, Switzerland"
Augusto & Giorgio Perfetti,476,Italy,0,,Food & Beverage,$5.8 B,candy,Italy,,False,,"Lugano, Switzerland"
"Austen Cargill, II.",831,United States,2,70,Food & Beverage,$3.6 B,Cargill,United States,"Doctorate, Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota",False,Divorced,"Livingston, Montana"
Austin Russell,1299,United States,0,26,Automotive,$2.4 B,★,United States,"Drop Out, Stanford University",True,Single,"Los Altos, California"
Axel Oberwelland,421,Germany,0,54,Food & Beverage,$6.3 B,candy,Germany,,False,Married,"Berlin, Germany"
Axel Stawski,2674,United States,0,70,Real Estate,$1 B,real estate,United States,,True,Married,"Sagaponack, New York"
Aydin Dogan,2378,Turkey,4,84,Media & Entertainment,$1.2 B,media,Turkey,,True,Married,"Istanbul, Turkey"
Ayman Hariri,2263,Lebanon,3,42,Construction & Engineering,$1.3 B,"construction, investments",Lebanon,"Bachelor of Arts/Science, Georgetown University",False,Married,"Paris, France"
Azim Premji,288,India,2,75,Technology,$8.6 B,software services,India,"Bachelor of Arts/Science, Stanford University",False,Married,"Bangalore, India"
Aziz Akhannouch & family,1664,Morocco,3,60,Diversified,$1.9 B,"petroleum, diversified",Morocco,"Master of Business Administration, Universite de Sherbrooke",False,Married,"Casablanca, Morocco"
B. Wayne Hughes,925,United States,2,87,Service,$3.3 B,self storage,United States,"Bachelor of Arts/Science, University of Southern California",True,Divorced,"Lexington, Kentucky"
"B. Wayne Hughes, Jr.",1931,United States,0,60,Real Estate,$1.6 B,storage facilities,United States,"Bachelor of Arts/Science, University of Southern California",False,Married,"Malibu, California"
Baba Kalyani,1362,India,1,72,Construction & Engineering,$2.3 B,engineering,India,"Master of Science, Massachusetts Institute of Technology",False,Married,"Pune, India"
Bahaa Hariri,1580,Lebanon,0,54,Real Estate,$2 B,"real estate, investments",Lebanon,"Bachelor of Arts/Science, Boston University",False,Married,"Geneva, Switzerland"
Bai Baokun,1111,China,0,51,Manufacturing,$2.8 B,hardware,China,,True,,"Dongguan, China"
Bai Houshan,2524,China,0,57,Energy,$1.1 B,lithium battery,China,,True,,"Ningbo, China"
Baiju Bhatt,2674,United States,1,36,Finance & Investments,$1 B,stock trading app,United States,"Bachelor of Science, Stanford University",True,Married,"Palo Alto, California"
Bajaj brothers,369,India,0,,Diversified,$7 B,diversified,India,,False,,"Mumbai, India"
Balkrishan Goenka,2141,India,2,54,Manufacturing,$1.4 B,textiles,India,,True,Married,"Mumbai, India"
Bang Jun-hyuk,1362,South Korea,3,52,Technology,$2.3 B,online gaming,South Korea,,True,Married,"Seoul, South Korea"
Bang Shi-hyuk,1362,South Korea,0,48,Media & Entertainment,$2.3 B,entertainment,South Korea,,True,Single,"Seoul, South Korea"
Banwari Lal Bawri,1205,India,2,68,Healthcare,$2.6 B,pharmaceuticals,India,,True,Married,"Mumbai, India"
Barbara Benetton,2035,Italy,0,51,Fashion & Retail,$1.5 B,"fashion retail, investments",Italy,,False,,"Campodoro, Italy"
Barry Diller,680,United States,0,79,Media & Entertainment,$4.2 B,online media,United States,"Drop Out, University of California, Los Angeles",True,Married,"New York, New York"
Barry Lam,529,Taiwan,2,71,Technology,$5.3 B,electronics,Taiwan,"Bachelor of Arts/Science, National Taiwan University",True,Married,"Taipei, Taiwan"
Barry Silbert,1931,United States,0,44,Finance & Investments,$1.6 B,cryptocurrency,United States,,True,,"Rye, New York"
Barry Sternlicht,807,United States,3,60,Finance & Investments,$3.7 B,private equity,United States,"Bachelor of Arts/Science, Brown University",True,Married,"Miami, Florida"
Barry Zekelman,1362,Canada,0,54,Manufacturing,$2.3 B,steel,Canada,"Drop Out, York University",False,,"Windsor, Canada"
Basudeo Singh,2035,India,3,80,Healthcare,$1.5 B,pharmaceuticals,India,"Master of Arts, Patna University",True,Married,"Mumbai, India"
Beate Heister & Karl Albrecht Jr.,34,Germany,0,69,Fashion & Retail,$39.2 B,supermarkets,Germany,,False,,Germany
Beatriz Davila de Santo Domingo,752,Colombia,2,82,Food & Beverage,$3.9 B,beer,Colombia,,False,Widowed,Bermuda
Beda Diethelm,1664,Switzerland,0,80,Healthcare,$1.9 B,hearing aids,Switzerland,,True,,"Zurich, Switzerland"
Behdad Eghbali,1008,United States,0,44,Finance & Investments,$3 B,private equity,United States,,True,Married,"Los Angeles, California"
Ben Ashkenazy,1064,United States,3,51,Real Estate,$2.9 B,real estate,United States,"Drop Out, Adelphi University",True,Married,"New York, New York"
Ben Chestnut,1008,United States,2,46,Technology,$3 B,email marketing,United States,"Bachelor of Arts/Science, Georgia Institute of Technology",True,Married,"Atlanta, Georgia"
Ben Silbermann,752,United States,2,38,Technology,$3.9 B,Pinterest,United States,"Bachelor of Arts/Science, Yale University",True,Married,"San Francisco, California"
Benedicte Find,2378,Denmark,0,,Healthcare,$1.2 B,medical devices,Denmark,,False,,"Copenhagen, Denmark"
Benjamin Otto,1064,Germany,0,,Fashion & Retail,$2.9 B,retail,Germany,,False,,"Hamburg, Germany"
Benjamin Zhengmin Pan & family,891,China,0,51,Technology,$3.4 B,electronics,China,Jiangsu Province Wujin Teacher School,True,Married,"Shenzhen, China"
Bennett Dorrance,1064,United States,2,75,Food & Beverage,$2.9 B,Campbell Soup,United States,"Bachelor of Arts/Science, University of Arizona",False,Married,"Paradise Valley, Arizona"
Benoit Dageville,1664,United States,2,54,Technology,$1.9 B,software,United States,"Bachelor of Science, Université de Paris VI; Master of Science, Université de Paris VI; Ph.D, Université de Paris VI",True,Married,"San Carlos, California"
Benu Gopal Bangur,274,India,2,89,Manufacturing,$8.7 B,cement,India,"Bachelor of Arts/Science, Calcutta University",False,Widowed,"Kolkata, India"
Bergit Douglas,1111,Germany,5,74,Food & Beverage,$2.8 B,consumer goods,Germany,,False,Married,"Frankfurt, Germany"
Bernard Arnault & family,3,France,5,72,Fashion & Retail,$150 B,LVMH,France,"Bachelor of Arts/Science, Ecole Polytechnique de Paris",False,Married,"Paris, France"
Bernard Broermann,561,Germany,3,77,Healthcare,$5 B,hospitals,Germany,"Master of Business Administration, Harvard University",True,Married,"Koenigstein, Germany"
Bernard Ecclestone & family,891,United Kingdom,2,90,Sports,$3.4 B,Formula One,United Kingdom,,True,Married,"London, United Kingdom"
Bernard Fraisse,1517,France,0,64,Healthcare,$2.1 B,pharmaceuticals,France,,True,,"Paris, France"
Bernard Lewis & family,2263,United Kingdom,0,95,Fashion & Retail,$1.3 B,fashion retailer,United Kingdom,,True,,"London, United Kingdom"
Bernard Marcus,352,United States,3,91,Fashion & Retail,$7.2 B,Home Depot,United States,"Bachelor of Arts/Science, Rutgers University",True,Married,"Atlanta, Georgia"
"Bernard Saul, II.",925,United States,5,88,Finance & Investments,$3.3 B,"banking, real estate",United States,"LLB, University of Virginia; Bachelor of Arts/Science, Villanova University",False,Married,"Chevy Chase, Maryland"
Bernd Freier,1833,Germany,2,64,Fashion & Retail,$1.7 B,fashion retail,Germany,,True,Married,"Rottendorf, Germany"
Bernhard Braun-Luedicke,1931,Germany,0,44,Healthcare,$1.6 B,medical technology,Germany,,False,,"Melsungen, Germany"
Bert Beveridge,622,United States,3,59,Food & Beverage,$4.6 B,vodka,United States,"Bachelor of Arts/Science, University of Texas at Austin",True,Married,"Austin, Texas"
Bertil Hult,680,Sweden,4,80,Service,$4.2 B,education,Sweden,,True,Married,"Lucerne, Switzerland"
Bhadresh Shah,1931,India,2,69,Manufacturing,$1.6 B,engineering,India,"Bachelor of Science in Engineering, Indian Institute of Technology",True,Married,"Ahmedabad, India"
Bharat Desai,2035,United States,2,68,Technology,$1.5 B,IT consulting,United States,"Bachelor of Arts/Science, Indian Institute of Technology, Bombay; Master of Business Administration, University of Michigan, Stephen M. Ross School of Business",True,Married,"Fisher Island, Florida"
Bianca Rinehart,1833,Australia,2,44,Metals & Mining,$1.7 B,mining,Australia,,False,Married,"Brisbane, Australia"
Bidzina Ivanishvili,589,Georgia,4,65,Finance & Investments,$4.8 B,investments,Georgia,,True,Married,"Tbilisi, Georgia"
Bill Alfond,1362,United States,3,72,Fashion & Retail,$2.3 B,shoes,United States,,False,Married,"Boston, Massachusetts"
Bill and Jean Adderley & family,1362,United Kingdom,2,73,Fashion & Retail,$2.3 B,home furnishings,United Kingdom,,True,Married,"Leicester, United Kingdom"
Bill Austin,1444,United States,0,79,Manufacturing,$2.2 B,hearing aids,United States,"High School Graduate, High School",True,Married,"Brownsville, Texas"
Bill Gates,4,United States,3,65,Technology,$124 B,Microsoft,United States,"Drop Out, Harvard University",True,Divorced,"Medina, Washington"
Bill Gross,2035,United States,3,76,Finance & Investments,$1.5 B,investments,United States,"Master of Business Administration, Anderson School of Management; Bachelor of Arts/Science, Duke University",True,Divorced,"Laguna Beach, California"
Bill Haslam,1664,United States,3,62,Fashion & Retail,$1.9 B,gas stations,United States,"Bachelor of Arts/Science, Emory University",False,Married,"Knoxville, Tennessee"
Bill Liu,1833,China,0,38,Technology,$1.7 B,electronics,China,,True,,"Shenzhen, China"
Bill Malhotra,2378,Canada,2,71,Real Estate,$1.2 B,real estate,Canada,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani",True,Married,"Ottawa, Canada"
Billy Joe (Red) McCombs,2035,United States,3,93,Diversified,$1.5 B,"real estate, oil, cars, sports",United States,"Drop Out, The University of Texas at Austin",True,Married,"San Antonio, Texas"
Binny Bansal,2524,India,2,38,Technology,$1.1 B,flipkart,India,"Bachelor of Science in Engineering, Indian Institute of Technology",True,Married,"Singapore, Singapore"
Binod Chaudhary,2141,Nepal,3,65,Diversified,$1.4 B,diversified,Nepal,,False,Married,"Kathmandu, Nepal"
Blair Parry-Okeden,247,United States,2,70,Media & Entertainment,$9.4 B,"media, automotive",United States,"Diploma, High School; Bachelor of Arts/Science, University of Denver",False,Divorced,"New South Wales, Australia"
Bob Ell,1362,Australia,5,76,Real Estate,$2.3 B,real estate,Australia,,True,Married,"Surfers Paradise, Australia"
Bob Gaglardi,1064,Canada,4,80,Real Estate,$2.9 B,hotels,Canada,"Bachelor of Engineering, Letourneau College",True,Married,"Vancouver, Canada"
Bob Muglia,2263,United States,1,61,Technology,$1.3 B,software,United States,"Bachelor of Science, University of Michigan",True,Married,"Mercer Island, Washington"
Bob Parsons,1444,United States,0,70,Technology,$2.2 B,web hosting,United States,"Bachelor of Arts/Science, University of Baltimore",True,Married,"Scottsdale, Arizona"
Bobby Murphy,185,United States,0,32,Technology,$11.9 B,Snapchat,United States,"Bachelor of Arts/Science, Stanford University",True,Single,"Venice, California"
Bom Kim,2674,United States,1,42,Technology,$1 B,online retailing,United States,"Bachelor of Arts/Science, Harvard University",True,Married,"Seoul, South Korea"
Boris Jordan,1362,United States,5,54,Manufacturing,$2.3 B,cannabis,United States,,True,Married,"New York, New York"
Boris Rotenberg,2378,Russia,5,64,Construction & Engineering,$1.2 B,"construction, pipes, chemicals",Russia,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",True,Married,"Moscow, Russia"
Boris Zingarevich,2524,Russia,2,61,Diversified,$1.1 B,"pulp and paper, diversified",Russia,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry",True,Married,"Saint Petersburg, Russia"
Brad Kelley,1205,United States,3,64,Real Estate,$2.6 B,tobacco,United States,"Diploma, High School; Drop Out, Western Kentucky University",True,Married,"Franklin, Tennessee"
Bradley Jacobs,1064,United States,4,64,Logistics,$2.9 B,logistics,United States,,True,Married,"Greenwich, Connecticut"
Brandt Louie,2263,Canada,2,77,Food & Beverage,$1.3 B,drugstores,Canada,,False,Married,"Vancouver, Canada"
Brett Blundy,1580,Australia,2,61,Fashion & Retail,$2 B,"retail, agribusiness",Australia,,True,Married,"Paradise Island, Bahamas"
Brian Acton,1205,United States,1,49,Technology,$2.6 B,WhatsApp,United States,"Bachelor of Arts/Science, Stanford University",True,Married,"Palo Alto, California"
Brian Armstrong,404,United States,0,38,Finance & Investments,$6.5 B,cryptocurrency,United States,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University",True,,"San Francisco, California"
Brian Chesky,154,United States,0,39,Technology,$13.7 B,Airbnb,United States,"Bachelor of Arts/Science, Rhode Island School of Design",True,Single,"San Francisco, California"
Brian Higgins,1750,United States,0,56,Finance & Investments,$1.8 B,hedge funds,United States,"Bachelor of Arts/Science, Villanova University",True,,"New York, New York"
Brian Roberts,1664,United States,3,61,Media & Entertainment,$1.9 B,Comcast,United States,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",False,Married,"Philadelphia, Pennsylvania"
Bruce Cheng,1444,Taiwan,2,85,Technology,$2.2 B,electronics,Taiwan,"Bachelor of Arts/Science, National Cheng Kung University",True,Married,"Taipei, Taiwan"
Bruce Flatt,1205,Canada,0,55,Finance & Investments,$2.6 B,money management,Canada,"B.Com, University of Manitoba",True,Married,"Toronto, Canada"
Bruce Karsh,1517,United States,3,65,Finance & Investments,$2.1 B,private equity,United States,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Virginia",True,Married,"Los Angeles, California"
Bruce Kovner,400,United States,3,76,Finance & Investments,$6.6 B,hedge funds,United States,"Bachelor of Arts/Science, Harvard University",True,Married,"New York, New York"
Bruce Mathieson,2524,Australia,3,77,Food & Beverage,$1.1 B,hotels,Australia,,True,Married,"Gold Coast, Australia"
Bruce Nordstrom,2524,United States,3,87,Fashion & Retail,$1.1 B,Nordstrom department stores,United States,"Bachelor of Arts/Science, University of Washington",False,Married,"Seattle, Washington"
Brunello Cucinelli & family,1833,Italy,2,67,Fashion & Retail,$1.7 B,fashion,Italy,,True,Married,"Solomeo, Italy"
Bubba Cathy,297,United States,6,66,Food & Beverage,$8.3 B,Chick-fil-A,United States,"Bachelor of Arts/Science, Samford University",False,Married,"Atlanta, Georgia"
Bulat Utemuratov,891,Kazakhstan,3,63,Metals & Mining,$3.4 B,"mining, banking, hotels",Kazakhstan,,True,Married,"Astana, Kazakhstan"
Bulent Eczacibasi,1664,Turkey,2,71,Diversified,$1.9 B,"pharmaceuticals, diversified",Turkey,"Bachelor of Arts/Science, Imperial College London; Master of Science, Massachusetts Institute of Technology",False,Married,"Istanbul, Turkey"
Byju Raveendran and Divya Gokulnath,1249,India,2,39,Technology,$2.5 B,education technology,India,,True,Married,"Bangalore, India"
C. Dean Metropoulos,1205,United States,2,74,Food & Beverage,$2.6 B,investments,United States,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College",True,Married,"Palm Beach, Florida"
Cai Dongchen,1205,China,0,68,Healthcare,$2.6 B,pharmaceuticals,China,"Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University",True,,"Luancheng, China"
Cai Hao & family,2141,China,0,50,Manufacturing,$1.4 B,solar energy,China,,True,Married,"Kunshan, China"
Cai Hongbin,2524,China,0,,Healthcare,$1.1 B,pharmaceuticals,China,,True,,"Lianyungang, China"
Cai Kui,216,China,1,58,Real Estate,$10.4 B,real estate,China,"Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics",True,Divorced,"Chengdu, China"
Cai Mingtong,1750,China,0,69,Technology,$1.8 B,electronic components,China,,True,Married,"Quanzhou, China"
